"Id","Label"
6,"abundance"
17,"accretion rate"
18,"accumulation"
24,"active outdoor play"
25,"activity"
26,"activity level"
28,"adaptability"
29,"adaptation"
40,"addition"
41,"additional benefit"
42,"additionality"
49,"adsorption"
54,"adverse effect"
55,"adverse impact"
58,"aesthetic"
60,"afforestation"
62,"african city"
70,"agricultural catchment"
71,"agricultural land"
72,"agricultural landscape"
73,"agricultural production"
74,"agricultural productivity"
75,"agricultural sector"
76,"agricultural soil"
77,"agricultural stream"
78,"agricultural system"
79,"agriculture"
80,"agroecology"
81,"agroecosystem"
82,"agroforestry"
87,"air"
88,"air pollutant"
89,"air pollution"
90,"air quality"
91,"air temperature"
92,"albedo"
94,"algae"
99,"allotment garden"
105,"ambient temperature"
111,"analgesic effect"
116,"anthropocene"
117,"anthropogenic climate change"
118,"anthropogenic pressure"
119,"antibiotic"
120,"antimicrobial resistance"
121,"anxiety"
122,"anxiety level"
124,"aotearoa new zealand"
135,"aquaculture"
136,"aquaculture pond"
137,"aquatic ecosystem"
138,"aquatic environment"
139,"aquatic nature"
140,"aquifer"
141,"aquifer recharge"
145,"argentina"
148,"arid"
149,"arid region"
151,"arsenic"
157,"artificial rockpool"
158,"artificial structure"
159,"asia"
168,"associated ecosystem service"
171,"atmosphere"
172,"atmospheric co2"
175,"attenuation"
179,"australia"
180,"austria"
192,"bacterium"
194,"bamboo"
195,"bangkok"
196,"bangladesh"
197,"bank"
198,"bank erosion"
200,"barcelona"
201,"barrier"
202,"barriers"
204,"basin"
206,"bay"
208,"beach"
209,"beach nourishment"
210,"beaver"
211,"bed"
215,"beijing"
216,"belgium"
217,"belgrade"
219,"beneficial effect"
221,"benefit"
222,"benthic community"
223,"berlin"
229,"bhojtal"
230,"bhutan"
235,"bio swale"
236,"bioavailability"
237,"biochar"
238,"biocrust"
239,"biodegradation"
240,"biodiversity"
241,"biodiversity benefit"
242,"biodiversity conservation"
244,"biodiversity enhancement"
246,"biodiversity loss"
247,"biodiversity outcome"
248,"biodiversity protection"
250,"bioenergy"
251,"biofilm"
252,"biogeomorphology"
254,"biological control"
255,"biological diversity"
256,"biological invasion"
257,"biomarker"
258,"biomass"
259,"biomimicry"
261,"bioremediation"
262,"bioretention"
263,"bioretention system"
264,"biosorption"
265,"bioswale"
266,"bird"
269,"blue carbon"
270,"blue carbon ecosystem"
271,"blue care"
272,"blue green infrastructure"
273,"blue green space"
274,"blue infrastructure"
275,"blue space"
277,"bofedale"
278,"botanical garden"
280,"bottom"
281,"bottom water"
284,"brazil"
285,"breakwater"
286,"bridge"
287,"bright spot"
288,"britain"
292,"brownfield"
293,"brownfield redevelopment"
295,"buenos aires"
298,"burden"
299,"burnout"
302,"c sequestration"
303,"cadmium"
304,"cagliari"
305,"california"
307,"campus"
308,"canada"
309,"cancer"
313,"cape town"
315,"carbamazepine"
316,"carbon"
317,"carbon balance"
318,"carbon dioxide removal"
319,"carbon emission"
322,"carbon mitigation"
324,"carbon offset"
325,"carbon removal"
326,"carbon sequestration"
327,"carbon sequestration potential"
328,"carbon sink"
329,"carbon stock"
330,"carbon storage"
334,"caribbean"
340,"catchment"
361,"chemical"
365,"china"
366,"chinese city"
369,"chongqing"
370,"chromium"
390,"clean water"
393,"climate adaptation"
396,"climate benefit"
401,"climate change impact"
402,"climate change mitigation"
403,"climate change mitigation potential"
404,"climate change resilience"
406,"climate change solution"
408,"climate condition"
409,"climate crisis"
410,"climate emergency"
411,"climate hazard"
412,"climate justice"
413,"climate mitigation"
415,"climate resilience"
416,"climate resilient city"
417,"climate resilient development"
419,"climate smart agriculture"
420,"climate solution"
421,"climate variability"
422,"climatic change"
423,"climatic condition"
429,"cm depth"
430,"cm year"
437,"co2"
438,"co2 emission"
439,"co2 sequestration"
440,"coast"
441,"coastal"
442,"coastal adaptation"
443,"coastal area"
444,"coastal city"
445,"coastal community"
446,"coastal defence"
447,"coastal development"
448,"coastal dune"
449,"coastal dune restoration"
450,"coastal ecosystem"
452,"coastal environment"
453,"coastal erosion"
454,"coastal erosion protection"
455,"coastal flood risk"
456,"coastal flood risk management"
457,"coastal flooding"
458,"coastal habitat"
459,"coastal hazard"
460,"coastal infrastructure"
461,"coastal lagoon"
462,"coastal landform"
465,"coastal nature"
466,"coastal protection"
469,"coastal resilience"
470,"coastal restoration"
471,"coastal risk"
472,"coastal risk management"
473,"coastal vegetation"
474,"coastal water"
475,"coastal wetland"
476,"coastal zone"
481,"cognitive performance"
506,"community resilience"
541,"connectedness"
542,"connection"
543,"connectivity"
547,"conservation"
553,"constructed wetlands"
558,"contaminant"
559,"contaminated soil"
560,"contamination"
576,"cooling effect"
579,"copenhagen"
580,"copper"
581,"coral reef"
585,"cortisol"
590,"costa rica"
601,"creativity"
613,"croatia"
614,"crop"
615,"cropland"
622,"cultural ecosystem service"
623,"cultural heritage"
624,"cultural humility"
625,"cultural service"
626,"cultural value"
643,"cyanobacteria"
644,"cyanotoxin"
675,"deforestation"
676,"degradation"
677,"degraded land"
678,"degree"
679,"degrees c"
680,"delhi"
682,"delta"
685,"dementia"
687,"denmark"
692,"depression"
693,"depressive symptom"
712,"detention basin"
715,"developed country"
719,"dhaka"
734,"disaster"
735,"disaster risk"
736,"disaster risk reduction"
737,"discharge"
743,"disorder"
745,"disruption"
747,"disservice"
751,"disturbance"
752,"diverse community"
753,"diverse range"
754,"diversification"
755,"diversity"
759,"domestic garden"
760,"domestic wastewater"
761,"domestic wastewater treatment"
765,"drought"
766,"drought management"
767,"drought mitigation"
768,"drought risk"
771,"dry period"
772,"dry season"
773,"dryland"
784,"east africa"
789,"ecohydrology"
790,"ecological benefit"
793,"ecological connectivity"
794,"ecological conservation"
799,"ecological enhancement"
800,"ecological function"
801,"ecological impact"
803,"ecological infrastructure"
804,"ecological integrity"
805,"ecological network"
806,"ecological outcome"
809,"ecological process"
810,"ecological protection"
811,"ecological resilience"
812,"ecological restoration"
813,"ecological security pattern"
814,"ecological sustainability"
819,"economic"
820,"economic activity"
821,"economic analysis"
823,"economic benefit"
826,"economic development"
830,"economic impact"
839,"ecosystem function"
840,"ecosystem health"
841,"ecosystem resilience"
842,"ecosystem restoration"
845,"ecosystem service benefit"
848,"ecotherapy"
849,"ecotourism"
850,"ecuador"
873,"egypt"
876,"elevation"
884,"emotional health"
885,"emotional wellbeing"
886,"empathy"
887,"emphasis"
893,"employee"
894,"employment"
898,"energy"
899,"energy consumption"
901,"energy efficiency"
902,"energy saving"
907,"england"
909,"enhancement"
910,"enjoyment"
911,"enrofloxacin"
914,"environment"
915,"environmental"
916,"environmental awareness"
917,"environmental behavior"
918,"environmental benefit"
920,"environmental change"
922,"environmental conservation"
923,"environmental degradation"
924,"environmental education"
926,"environmental exposure"
927,"environmental factor"
928,"environmental health"
929,"environmental impact"
933,"environmental justice"
935,"environmental management"
937,"environmental problem"
938,"environmental protection"
939,"environmental psychology"
940,"environmental quality"
941,"environmental risk"
943,"environmental stressor"
944,"environmental sustainability"
950,"erosion"
951,"erosion control"
952,"erosion process"
953,"erosion resistance"
960,"estrogen"
961,"estuarine ecosystem"
962,"estuarine shoreline"
963,"estuary"
965,"ethiopia"
969,"europe"
970,"european city"
972,"european country"
973,"european union"
976,"evaporation"
977,"evapotranspiration"
1010,"extensive green roof"
1012,"extreme"
1013,"extreme event"
1014,"extreme flood event"
1015,"extreme rainfall"
1016,"extreme rainfall event"
1017,"extreme weather"
1018,"extreme weather event"
1032,"fauna"
1043,"fertilizer"
1063,"flash flood"
1066,"flood"
1067,"flood adaptation"
1068,"flood control"
1069,"flood damage"
1070,"flood defense"
1071,"flood event"
1072,"flood hazard"
1073,"flood management"
1074,"flood mitigation"
1075,"flood peak"
1076,"flood prevention"
1078,"flood protection"
1079,"flood reduction"
1080,"flood resilience"
1081,"flood risk"
1082,"flood risk management"
1083,"flood risk mitigation"
1084,"flood risk reduction"
1085,"floodable park"
1086,"flooding"
1087,"floodplain"
1088,"floodplain restoration"
1089,"floodplain wetland"
1090,"florence"
1091,"florida"
1092,"flow"
1093,"flow velocity"
1101,"food production"
1104,"force"
1105,"foredune"
1106,"forefront"
1107,"foreshore"
1108,"forest"
1109,"forest canopy"
1110,"forest carbon"
1111,"forest conservation"
1112,"forest ecosystem"
1114,"forest restoration"
1115,"forest therapy"
1121,"fragmentation"
1125,"france"
1158,"gabion"
1159,"game"
1162,"garden"
1163,"garden therapy"
1173,"genoa"
1178,"geomorphic recovery"
1179,"germany"
1180,"ghana"
1181,"ghg"
1182,"ghg emission"
1195,"global warming"
1208,"grass"
1209,"grassland"
1210,"gray infrastructure"
1211,"grazing exclusion"
1214,"greater emphasis"
1215,"greater resilience"
1216,"greece"
1217,"green"
1218,"green area"
1221,"green care"
1224,"green facade"
1225,"green gentrification"
1226,"green infrastructure"
1227,"green infrastructure network"
1228,"green infrastructure planning"
1232,"green roof"
1233,"green roofs"
1237,"green space"
1238,"green spaces"
1239,"green stormwater infrastructure"
1241,"green wall"
1245,"greenhouse gas"
1246,"greenhouse gas emission"
1247,"greenhouse gase"
1251,"grey"
1252,"grey infrastructure"
1254,"grey solution"
1255,"greywater"
1256,"greywater treatment"
1257,"ground"
1258,"groundwater"
1259,"groundwater level"
1264,"guangzhou"
1268,"guinea"
1269,"gulf"
1272,"habitat"
1273,"habitat quality"
1274,"habitat restoration"
1275,"habitat type"
1278,"happiness"
1280,"harm"
1281,"harness"
1282,"hay transfer"
1283,"hazard"
1284,"hazard mitigation"
1286,"health"
1287,"health benefit"
1288,"health effect"
1289,"health inequality"
1291,"health outcome"
1292,"health problem"
1293,"health risk"
1294,"healthcare"
1299,"heart"
1300,"heart rate variability"
1301,"heat"
1302,"heat mitigation"
1303,"heat stress"
1304,"heat vulnerability"
1305,"heat wave"
1306,"heatwave"
1307,"heavy metal"
1308,"heavy rainfall"
1325,"himalayas"
1331,"home garden"
1335,"horizontal subsurface flow"
1336,"horticultural therapy"
1337,"horticulture"
1338,"hospital"
1339,"hospitality"
1350,"human health"
1351,"human intervention"
1356,"human thermal comfort"
1357,"human well"
1358,"human wellbeing"
1360,"humidity"
1362,"hungary"
1363,"hurricane"
1367,"hydraulic engineering"
1368,"hydraulic performance"
1369,"hydraulic residence time"
1370,"hydraulic risk"
1371,"hydro meteorological hazard"
1372,"hydro meteorological risk"
1373,"hydro meteorological risk reduction"
1374,"hydrocarbon"
1377,"hydrologic"
1378,"hydrological connectivity"
1379,"hydrological impact"
1381,"hydrological performance"
1382,"hydrological response"
1383,"hydrology"
1384,"hydrometeorological hazard"
1395,"illness"
1399,"impervious surface"
1424,"indigenous community"
1425,"indigenous knowledge"
1427,"indigenous people"
1428,"indigenous person"
1430,"indonesia"
1435,"inequality"
1436,"inequity"
1437,"infiltration"
1438,"infiltration basin"
1439,"infiltration rate"
1440,"infiltration trench"
1454,"inoculation"
1455,"inorganic fertilization"
1457,"insect"
1485,"interaction"
1486,"interconnectedness"
1508,"inundation"
1509,"invasion"
1510,"invasive species"
1519,"iran"
1520,"ireland"
1521,"iron"
1522,"irrigation"
1523,"island"
1524,"islands"
1525,"isolation"
1528,"italy"
1533,"jamaica"
1535,"japan"
1536,"jordan"
1542,"justice"
1543,"karachi"
1545,"kenya"
1575,"kochi"
1576,"korea"
1590,"land degradation"
1593,"land protection"
1594,"land reclamation"
1595,"land restoration"
1596,"land surface temperature"
1600,"landfill"
1604,"landscape connectivity"
1608,"landslide"
1617,"latin america"
1621,"lead"
1622,"leafe"
1623,"leakage"
1628,"leipzig"
1653,"lisbon"
1662,"ljubljana"
1685,"london"
1686,"loneliness"
1697,"louisiana"
1699,"low impact development"
1704,"lucca"
1707,"macroalgae"
1708,"macroinvertebrate community"
1709,"macrophyte"
1710,"madrid"
1726,"maladaptation"
1727,"malaysia"
1729,"mammal"
1739,"mangrove"
1740,"mangrove conservation"
1741,"mangrove forest"
1742,"mangrove functionality"
1743,"mangrove restoration"
1749,"marine"
1750,"marine ecosystem"
1759,"meadow"
1768,"mediterranean"
1769,"mediterranean agroecosystem"
1770,"mediterranean area"
1771,"mediterranean city"
1772,"mediterranean climate"
1773,"mediterranean island"
1774,"mediterranean region"
1775,"mediterranean urban area"
1781,"mekong delta"
1782,"melbourne"
1785,"mental disorder"
1786,"mental distress"
1787,"mental health"
1788,"mental health care"
1789,"mental health condition"
1790,"mental health difficulty"
1791,"mental health outcome"
1792,"mental health perception"
1793,"mental health problem"
1794,"mental health service"
1795,"mental health symptom"
1796,"mental health value"
1797,"mental ill health"
1798,"mental illness"
1799,"mental wellbeing"
1800,"mercury"
1809,"metropolitan area"
1810,"metropolitan city"
1811,"mexico"
1814,"micro scale"
1815,"microalgae"
1816,"microbe"
1817,"microbial activity"
1818,"microbial community"
1819,"microclimate"
1820,"microorganism"
1821,"microplastic"
1822,"milan"
1824,"mimicking natural process"
1834,"mitigating climate change"
1835,"mitigation"
1836,"mitigation measure"
1837,"mitigation potential"
1838,"mitigation solution"
1839,"mitigation strategy"
1857,"modified ecosystem"
1865,"morphology"
1866,"mortality"
1867,"moss"
1873,"muddy coast"
1880,"multilayer blue green roof"
1897,"mussel"
1898,"mussel reef"
1900,"namibia"
1906,"national level"
1907,"national park"
1908,"national scale"
1910,"native seeding"
1911,"native species"
1912,"native vegetation"
1918,"natural disaster"
1924,"natural flood management"
1927,"natural hazard"
1928,"natural infrastructure"
1941,"nature connectedness"
1942,"nature connection"
1943,"nature conservation"
2004,"negative effect"
2005,"negative impact"
2006,"neighborhood"
2007,"neighborhood level"
2008,"neighbourhood"
2009,"nepal"
2011,"netherlands"
2018,"new jersey"
2019,"new nature"
2025,"new york city"
2026,"new zealand"
2032,"nigeria"
2033,"nitrate"
2034,"nitrogen"
2035,"nitrogen removal"
2038,"no2"
2039,"noise"
2044,"north america"
2045,"north carolina"
2046,"northern europe"
2047,"northern italy"
2048,"norway"
2063,"nursing home"
2064,"nutrient"
2065,"nutrient cycling"
2066,"nutrient management"
2067,"nutrient removal"
2068,"nutrients removal"
2070,"oak"
2105,"organic carbon"
2106,"organic matter"
2111,"oslo"
2114,"outdoor"
2115,"outdoor activity"
2116,"outdoor education"
2117,"outdoor environment"
2118,"outdoor flume"
2119,"outdoor nature"
2120,"outdoor recreation"
2121,"outdoor setting"
2122,"outdoor thermal comfort"
2123,"output"
2124,"overall health"
2125,"overland flow"
2128,"oxisol"
2129,"oxygen"
2130,"oyster reef"
2131,"oyster shell"
2134,"pakistan"
2135,"panacea"
2136,"pandemic"
2143,"paris"
2172,"peak"
2173,"peak discharge"
2174,"peak flow"
2175,"peat"
2176,"peatland"
2177,"peatland restoration"
2187,"peri urban area"
2188,"peri urban forest"
2190,"permeable pavement"
2195,"pesticide"
2200,"pharmaceutical"
2205,"philippine"
2206,"phoenix"
2207,"phosphate"
2208,"phosphorus"
2210,"phragmites australi"
2211,"physical activity"
2212,"physical health"
2213,"physical performance"
2214,"physiological equivalent temperature"
2215,"physiological outcome"
2216,"physiological response"
2217,"phytoextraction"
2218,"phytoremediation"
2229,"planetary health"
2236,"plant biomass"
2237,"plant community"
2238,"plant diversity"
2239,"plant ecology"
2240,"plant growth"
2241,"plant species"
2242,"plant trait"
2248,"pluvial flood"
2249,"pluvial flooding"
2250,"pm10"
2262,"polish city"
2264,"pollination"
2265,"pollination service"
2266,"pollinator"
2267,"pollutant"
2268,"pollutant removal"
2269,"pollution"
2270,"pond"
2271,"pondscape"
2277,"portugal"
2280,"positive change"
2281,"positive correlation"
2282,"positive effect"
2283,"positive emotion"
2308,"poznan"
2317,"prague"
2321,"predator"
2381,"protected area"
2382,"protection"
2383,"protection forest"
2384,"protective effect"
2385,"protective role"
2392,"psychological"
2393,"psychological benefit"
2394,"psychological comfort"
2395,"psychological distress"
2396,"psychological engagement"
2397,"psychological health"
2398,"psychological wellbeing"
2399,"psychopharmaceutical"
2400,"psychotherapy"
2403,"public"
2404,"public acceptance"
2405,"public awareness"
2406,"public building"
2407,"public health"
2408,"public health benefit"
2409,"public participation"
2410,"public perception"
2411,"public policy"
2412,"public preference"
2413,"public space"
2414,"public support"
2417,"purification"
2445,"rain garden"
2446,"rainfall"
2447,"rainfall event"
2448,"rainfall pattern"
2449,"rainwater"
2450,"rainwater harvesting"
2486,"reforestation"
2488,"regeneration"
2489,"regenerative agriculture"
2492,"regional scale"
2500,"relative humidity"
2538,"resilience"
2539,"resilience mechanism"
2540,"resilient"
2541,"resilient city"
2542,"resilient landscape"
2546,"resource allocation"
2547,"resource recovery"
2553,"restoration"
2554,"restoration intervention"
2555,"restoration planning"
2556,"restoration project"
2557,"restorative effect"
2558,"restorative environment"
2562,"resuspension"
2563,"retention"
2564,"retention pond"
2573,"rewilding"
2574,"richness"
2576,"riparian forest"
2577,"riparian vegetation"
2578,"riparian zone"
2583,"risk management"
2584,"risk mitigation"
2585,"risk reduction"
2586,"river"
2587,"river flow"
2589,"river restoration"
2590,"riverbank"
2594,"rockfall"
2595,"rockpool"
2601,"root"
2602,"root reinforcement"
2603,"roots"
2608,"runoff"
2612,"rwanda"
2616,"salinity"
2617,"salt"
2618,"salt intrusion"
2619,"salt intrusion length"
2620,"salt marsh"
2621,"salt marsh restoration"
2622,"salt pan"
2623,"saltmarsh"
2625,"sand"
2626,"sand engine"
2627,"sandbar breakwater"
2628,"sandy beach"
2629,"sao paulo"
2660,"sea level"
2661,"sea level rise"
2662,"seagrass"
2663,"seagrass ecosystem"
2664,"seagrass meadow"
2665,"seagrass restoration"
2668,"seasonal variation"
2669,"seawall"
2670,"seaweed farming"
2672,"secondary forest"
2677,"sedentary lifestyle"
2678,"sediment"
2679,"sediment availability"
2680,"sediment deposition"
2681,"sediment dynamic"
2682,"sediment transport"
2683,"sedimentation"
2684,"seed"
2685,"seedling"
2693,"semi arid region"
2700,"seoul"
2702,"sequestration"
2703,"serbia"
2710,"severe stress"
2712,"seville"
2714,"shade"
2716,"shallow landslide"
2717,"shanghai"
2722,"shenzhen"
2728,"shoreline protection"
2731,"shortage"
2733,"shrub"
2736,"sierra nevada"
2757,"singapore"
2764,"sloa"
2765,"slope"
2766,"slope stability"
2767,"slovakia"
2768,"slovenia"
2782,"social benefit"
2783,"social capital"
2784,"social co benefit"
2785,"social cohesion"
2786,"social connection"
2787,"social cost"
2789,"social dimension"
2790,"social ecological resilience"
2793,"social equity"
2796,"social health"
2797,"social housing"
2798,"social impact"
2800,"social innovation"
2801,"social interaction"
2802,"social intervention"
2807,"social outcome"
2810,"social relationship"
2812,"social support"
2813,"social value"
2814,"social vulnerability"
2815,"societal"
2816,"societal benefit"
2817,"societal challenge"
2819,"society"
2821,"socio ecological system"
2822,"socio economic benefit"
2823,"socio economic factor"
2826,"soil"
2827,"soil amendment"
2828,"soil bioengineering"
2830,"soil carbon"
2831,"soil carbon sequestration"
2832,"soil carbon stock"
2833,"soil conservation"
2834,"soil erosion"
2835,"soil fertility"
2836,"soil health"
2838,"soil moisture"
2839,"soil organic carbon"
2840,"soil organic matter"
2841,"soil property"
2842,"soil quality"
2843,"soil salinization"
2844,"soil sealing"
2845,"soil solution"
2846,"soil temperature"
2860,"south africa"
2861,"south asia"
2862,"south korea"
2863,"southeast asia"
2864,"southern china"
2865,"southern europe"
2866,"southern italy"
2883,"species"
2884,"species diversity"
2885,"species richness"
2886,"species selection"
2888,"specific context"
2889,"specific focus"
2890,"specific location"
2891,"specific objective"
2895,"spider"
2896,"sponge city"
2899,"sri lanka"
2901,"stability"
2923,"stockholm"
2926,"storm"
2927,"storm event"
2928,"storm surge"
2929,"stormwater"
2930,"stormwater management"
2931,"stormwater quality"
2932,"stormwater runoff"
2935,"stream"
2936,"streamflow"
2937,"street"
2938,"street greening"
2939,"street tree"
2940,"strength"
2941,"stress"
2942,"stress level"
2943,"stress reduction"
2944,"stressor"
2955,"sub saharan africa"
2973,"surface"
2974,"surface runoff"
2975,"surface temperature"
2976,"surface water"
3030,"t co2"
3031,"taiwan"
3033,"tanzania"
3048,"temperature"
3049,"temperature reduction"
3053,"temporal variability"
3054,"temporal variation"
3062,"terrestrial ecosystem"
3067,"thailand"
3074,"therapeutic horticulture"
3075,"therapeutic intervention"
3077,"thermal comfort"
3078,"thermal resilience"
3084,"tianjin"
3085,"tidal inlet"
3086,"tidal marsh"
3087,"tidal wetland"
3088,"timber"
3089,"timber production"
3103,"toronto"
3105,"total nitrogen"
3106,"total phosphorus"
3107,"tourism"
3108,"tourism destination"
3109,"tourist"
3111,"toxic element"
3139,"treatment"
3140,"treatment performance"
3141,"treatment system"
3142,"treatment wetland"
3143,"tree"
3144,"tree canopy"
3145,"tree cover"
3146,"tree diversity"
3147,"tree planting"
3148,"tree species"
3153,"tropical"
3154,"tropical climate"
3155,"tropical cyclone"
3156,"tropical forest"
3159,"turbidity"
3161,"turkiye"
3164,"typhoon"
3170,"uganda"
3183,"united kingdom"
3186,"united state"
3187,"united states"
3192,"urban"
3193,"urban adaptation"
3194,"urban afforestation"
3196,"urban agriculture"
3199,"urban biodiversity"
3200,"urban blue infrastructure"
3203,"urban climate"
3204,"urban climate adaptation"
3205,"urban climate change adaptation"
3209,"urban drainage"
3210,"urban drought"
3211,"urban ecosystem"
3213,"urban environment"
3214,"urban environments"
3215,"urban expansion"
3217,"urban flood"
3218,"urban flood management"
3219,"urban flood mitigation"
3220,"urban flood risk"
3221,"urban flood risk management"
3222,"urban flooding"
3223,"urban forest"
3225,"urban forestry"
3226,"urban garden"
3228,"urban green"
3229,"urban green area"
3230,"urban green infrastructure"
3231,"urban green space"
3232,"urban green spaces"
3233,"urban greening"
3234,"urban greenspace"
3237,"urban heat"
3238,"urban heat island"
3239,"urban heat island effect"
3240,"urban heat island mitigation"
3241,"urban heat islands"
3242,"urban heat mitigation"
3244,"urban lake"
3245,"urban landscape"
3247,"urban microclimate"
3249,"urban nature"
3252,"urban park"
3253,"urban parks"
3259,"urban regeneration"
3261,"urban resilience"
3262,"urban river"
3263,"urban runoff"
3266,"urban soil"
3267,"urban soil hydrology"
3270,"urban stormwater management"
3278,"urban tree"
3279,"urban trees"
3280,"urban vegetation"
3281,"urban water challenge"
3282,"urban water management"
3288,"usa"
3298,"valencia"
3310,"vegetated soil"
3311,"vegetation"
3312,"vegetation condition"
3313,"vegetation cover"
3314,"vegetation density"
3315,"vegetative swale"
3321,"vertical greening"
3326,"vienna"
3327,"viet nam"
3328,"vietnam"
3348,"warming"
3349,"waste"
3350,"wastewater"
3351,"wastewater treatment"
3352,"wastewater treatment plant"
3353,"water"
3354,"water availability"
3355,"water balance"
3356,"water bioengineering"
3357,"water body"
3358,"water conservation"
3359,"water cycle"
3360,"water depth"
3361,"water energy food nexus"
3362,"water flow"
3368,"water pollution"
3369,"water pollution control"
3370,"water purification"
3371,"water quality"
3372,"water quality improvement"
3376,"water retention"
3378,"water reuse"
3379,"water scarcity"
3381,"water security"
3382,"water storage"
3383,"water supply"
3384,"water sustainability"
3385,"water system"
3386,"water temperature"
3387,"water treatment"
3388,"watershed"
3389,"watershed management"
3390,"watershed restoration"
3391,"wave"
3392,"wave action"
3393,"wave attenuation"
3394,"wave energy"
3395,"wave height"
3396,"wave transmission"
3404,"welfare"
3405,"well"
3406,"wellbeing"
3407,"wellbeing benefit"
3408,"wellbeing outcome"
3409,"wellness"
3410,"west africa"
3411,"western europe"
3412,"wetland"
3413,"wetland ecosystem"
3414,"wetland restoration"
3415,"wetland system"
3416,"wetlands"
3423,"wildfire"
3424,"wildlife"
3426,"willingness"
3443,"wuhan"
3454,"zhengzhou"
3455,"zimbabwe"
3456,"zinc"
