label,
21st century,
abi,
ability,
abs,
absence,
abundance,y
academia,
academic,
academic literature,
acceptability,
acceptance,
access,
accessibility,
accordance,
account,
accounting,
accretion rate,y
accumulation,y
accuracy,
achievement,
act,
action,
actionable insight,
active outdoor play,y
activity,y
activity level,y
actor,
adaptability,y
adaptation,y
adaptation action,
adaptation measure,
adaptation option,
adaptation planning,
adaptation project,
adaptation strategy,
adaptive capacity,
adaptive governance,
adaptive management,
adaptive strategy,
addition,y
additional benefit,y
additionality,y
address,
adhd,
adherence,
adjustment,
adolescent,
adoption,
adsorption,y
adult,
advance,
advancement,
advantage,
adverse effect,y
adverse impact,y
advocacy,
advocate,
aesthetic,y
af model,
afforestation,y
africa,
african city,y
age,
agency,
agenda,
agent,
aggregate stability,
agitation,
agreement,
agricultural catchment,y
agricultural land,y
agricultural landscape,y
agricultural production,y
agricultural productivity,y
agricultural sector,y
agricultural soil,y
agricultural stream,y
agricultural system,y
agriculture,y
agroecology,y
agroecosystem,y
agroforestry,y
ags,
ahp,
aid,
aim,
air,y
air pollutant,y
air pollution,y
air quality,y
air temperature,y
albedo,y
alfs,
algae,y
algorithm,
alignment,
alliance,
allocation,
allotment garden,y
alps,
alteration,
alternative,
alternative approach,
alternative solution,
ambient temperature,y
ambiguity,
ambition,
amman,
amount,
amr,
analgesic effect,y
analysis,
analytical framework,
animal,
answer,
anthropocene,y
anthropogenic climate change,y
anthropogenic pressure,y
antibiotic,y
antimicrobial resistance,y
anxiety,y
anxiety level,y
aocs,
aotearoa new zealand,y
apa psycinfo,
applicability,
application,
applied,
appraisal,
appreciation,
approach,
approaches,
appropriation,
april,
aquaculture,y
aquaculture pond,y
aquatic ecosystem,y
aquatic environment,y
aquatic nature,y
aquifer,y
aquifer recharge,y
architect,
architecture,
area,
argentina,y
args,
argument,
arid,y
arid region,y
array,
arsenic,y
art,
art review,
arthritis,
article,
artificial intelligence,
artificial rockpool,y
artificial structure,y
asia,y
aspect,
aspiration,
assess,
assessment,
assessment framework,
assessment tool,
asset,
assisted living facility,
associated ecosystem service,y
association,
assumption,
atmosphere,y
atmospheric co2,y
attempt,
attention,
attenuation,y
attitude,
attribute,
august,
australia,y
austria,y
author,
authority,
authors,
autism,
availability,
available data,
avenue,
average,
awareness,
backdrop,
background,
bacterium,y
balance,
bamboo,y
bangkok,y
bangladesh,y
bank,y
bank erosion,y
bar,
barcelona,y
barrier,y
barriers,y
baseline,
basin,y
basis,
bay,y
bayesian belief network,
beach,y
beach nourishment,y
beaver,y
bed,y
behalf,
behavior,
behaviour,
beijing,y
belgium,y
belgrade,y
belief,y
beneficial effect,y
beneficiary,
benefit,
benthic community,y
berlin,y
best practice,
beta,
better management,
better understanding,
bgi,
bhojtal,y
bhutan,y
bias,
bibliographic database,
bibliometric analysis,
bibliometric review,
bio swale,y
bioavailability,y
biochar,y
biocrust,y
biodegradation,y
biodiversity,y
biodiversity benefit,y
biodiversity conservation,y
biodiversity crisis,
biodiversity enhancement,y
biodiversity goal,
biodiversity loss,y
biodiversity outcome,y
biodiversity protection,y
bioeconomy,
bioenergy,y
biofilm,y
biogeomorphology,y
bioindicator,
biological control,y
biological diversity,y
biological invasion,y
biomarker,y
biomass,y
biomimicry,y
biophilic design,
bioremediation,y
bioretention,y
bioretention system,y
biosorption,y
bioswale,y
bird,y
block,
blood pressure,
blue carbon,y
blue carbon ecosystem,y
blue care,y
blue green infrastructure,y
blue green space,y
blue infrastructure,y
blue space,y
body,
bofedale,y
botanical garden,y
bottleneck,
bottom,y
bottom water,y
boundary,
brain injury,
brazil,y
breakwater,y
bridge,y
bright spot,y
britain,y
broad range,
broader implementation,
broader range,
brownfield,y
brownfield redevelopment,y
budget,
buenos aires,y
building,
bundle,
burden,y
burnout,y
business,
business model,
c sequestration,y
cadmium,y
cagliari,y
california,y
call,
campus,y
canada,y
cancer,y
capability,
capacity,
capacity building,
cape town,y
capital,
carbamazepine,y
carbon,y
carbon balance,y
carbon dioxide removal,y
carbon emission,y
carbon footprint,
carbon market,
carbon mitigation,y
carbon neutrality,
carbon offset,y
carbon removal,y
carbon sequestration,y
carbon sequestration potential,y
carbon sink,y
carbon stock,y
carbon storage,y
care,
care farming,
caregiver,
caribbean,y
case,
case study,
case study area,
catalyst,
catania,
catchment,y
catchment scale,
category,
cause,
caution,
cba,
cc by license,
cc by nc nd license,
cca,
cdw,
center,
central,
century,
ces,
challenge,
challenge orientation,
challenges,
change,
channel,
characteristic,
characterization,
chemical,y
chemical oxygen demand,
child,
chile,
china,y
chinese city,y
choice,
choice experiment,
chongqing,y
chromium,y
cinahl,
circular city,
circular economy,
circularity,
citespace,
citizen,
citizen engagement,
citizen participation,
citizen science,
citizen science initiative,
citizens perception,
city,
city resident,
civil engineering,
claim,
clarity,
class,
classification,
classification scheme,
clean water,y
climate,
climate action,
climate adaptation,y
climate adaptation planning,
climate adaptation strategy,
climate benefit,y
climate change,
climate change adaptation,
climate change adaptation strategy,
climate change challenge,
climate change impact,y
climate change mitigation,y
climate change mitigation potential,y
climate change resilience,y
climate change scenario,
climate change solution,y
climate change uncertainty,
climate condition,y
climate crisis,y
climate emergency,y
climate hazard,y
climate justice,y
climate mitigation,y
climate policy,
climate resilience,y
climate resilient city,y
climate resilient development,y
climate risk,
climate smart agriculture,y
climate solution,y
climate variability,y
climatic change,y
climatic condition,y
clinical trial,
clinicaltrials gov,
clinician,
cloud,
cluster,
cm depth,y
cm year,y
co benefit,
co concept,
co creation,
co creation process,
co design,
co production,
co2,y
co2 emission,y
co2 sequestration,y
coast,y
coastal,y
coastal adaptation,y
coastal area,y
coastal city,y
coastal community,y
coastal defence,y
coastal development,y
coastal dune,y
coastal dune restoration,y
coastal ecosystem,y
coastal engineering,
coastal environment,y
coastal erosion,y
coastal erosion protection,y
coastal flood risk,y
coastal flood risk management,y
coastal flooding,y
coastal habitat,y
coastal hazard,y
coastal infrastructure,y
coastal lagoon,y
coastal landform,y
coastal management,
coastal manager,
coastal nature,y
coastal protection,y
coastal protection measure,
coastal region,
coastal resilience,y
coastal restoration,y
coastal risk,y
coastal risk management,y
coastal vegetation,y
coastal water,y
coastal wetland,y
coastal zone,y
coastline,
cochrane library,
cod,
coffee,
cognitive performance,y
collaboration,
collaborative approach,
collaborative arrangement,
collaborative governance,
collaborative governance arrangement,
collaborative planning,
collection,
collective action,
college student,
colombia,
combination,
comfort,
commentary,
commitment,
common understanding,
communication,
communication measure,
communities,
community,
community acceptance,
community engagement,
community garden,
community level,
community participation,
community resilience,y
comparative analysis,
comparative study,
comparison,
compatibility,
compensation,
competence,
competency,
competition,
complement,
complex challenge,
complexity,
component,
composition,
compound,
comprehensive approach,
comprehensive assessment,
comprehensive framework,
comprehensive literature review,
comprehensive overview,
comprehensive review,
comprehensive set,
concentration,
concept,
conception,
conceptual framework,
conceptual model,
conceptualisation,
conceptualization,
concern,
conclusion,
condition,
confidence,
configuration,
conflict,
connectedness,y
connection,y
connectivity,y
consensus,
consent,
consequence,
conservation,y
conservation approach,
conservation effort,
conservation management,
consideration,
constraint,
constructed wetlands,y
construction,
consultation,
consumer,
contact,
contaminant,y
contaminated soil,y
contamination,y
content,
content analysis,
context,
contextual factor,
continent,
contrary,
contrast,
contribution,
control,
control group,
controlled trial,
convention,
conventional approach,
convergence,
conversion,
cooling effect,y
cooperation,
coordination,
copenhagen,y
copper,y
coral reef,y
core,
cornerstone,
correlation,
cortisol,y
cost,
cost benefit analysis,
cost effective solution,
cost effectiveness,
costa rica,y
country,
coupling,
course,
cover,
cover crop,
coverage,
covid,
crd,
creation,
creativecommons org license,
creativity,y
credibility,
crime,
crisis,
criterium,
critical analysis,
critical consideration,
critical evaluation,
critical review,
critical role,
critical velocity,
critique,
croatia,y
crop,y
cropland,y
cross,
cross sectional study,
crucial role,
csp,
cug,
cultivation,
cultural ecosystem service,y
cultural heritage,y
cultural humility,y
cultural service,y
cultural value,y
culture,
curiosity,
current challenge,
current condition,
current knowledge,
current literature,
current practice,
current research,
current situation,
current state,
current status,
current study,
current understanding,
curve,
customer,
cws,
cyanobacteria,y
cyanotoxin,y
cycle,
cyp,
czech republic,
daily life,
dam,
damage,
danger,
data,
data analysis,
data collection,
data source,
database,
dataset,
date,
day,
debate,
debris,
decade,
december,
decision,
decision maker,
decision making,
decision making process,
decision support tool,
decline,
decrease,
deeper understanding,
defense,
deficit,
definition,
deforestation,y
degradation,y
degraded land,y
degree,y
degrees c,y
delhi,y
delivery,
delta,y
delta n,
demand,
dementia,y
demographic,
denmark,y
density,
dependence,
deployment,
deposition,
depression,y
depressive symptom,y
depth,
depth analysis,
depth interview,
depth understanding,
description,
descriptive statistic,
design,
design experiment,
design parameter,
design process,
design scenario,
design strategy,
designer,
designing,
desire,
destination,
detail,
detection,
detention basin,y
deterioration,
determinant,
developed country,y
developer,
development,
development process,
dhaka,y
diagnosis,
dialogue,
difference,
difficulty,
diffuse pollution,
digital placemaking,
digital twin,
dike,
dilemma,
dimension,
direction,
director,
disability,
disadvantage,
disaster,y
disaster risk,y
disaster risk reduction,y
discharge,y
discipline,
discourse,
discrete choice experiment,
discussion,
disease,
disorder,y
disparity,
disruption,y
dissemination,
disservice,y
distance,
distribution,
district,
disturbance,y
diverse community,y
diverse range,y
diversification,y
diversity,y
document,
document analysis,
domain,
domestic garden,y
domestic wastewater,y
domestic wastewater treatment,y
dominance,
drainage,
driver,
drought,y
drought management,y
drought mitigation,y
drought risk,y
drr,
drug,
dry period,y
dry season,y
dryland,y
dsas,
dune,
duration,
dynamic,
dynamic cobble berm revetment,
dynamic interaction,
early childhood education,
early stage,
earth,
ease,
east africa,y
eba,
ece,
eco,
eco engineering,
ecohydrology,y
ecological benefit,y
ecological challenge,
ecological condition,
ecological connectivity,y
ecological conservation,y
ecological context,
ecological degradation,
ecological dynamic,
ecological engineering,
ecological enhancement,y
ecological function,y
ecological impact,y
ecological indicator,
ecological infrastructure,y
ecological integrity,y
ecological network,y
ecological outcome,y
ecological perspective,
ecological principle,
ecological process,y
ecological protection,y
ecological resilience,y
ecological restoration,y
ecological security pattern,y
ecological sustainability,y
ecological system,
ecological value,
ecologist,
ecology,
economic,y
economic activity,y
economic analysis,y
economic assessment,
economic benefit,y
economic challenge,
economic cost,
economic development,y
economic dimension,
economic evaluation,
economic feasibility,
economic impact,y
economic indicator,
economic loss,
economic valuation,
economic value,
economic viability,
economy,
ecosystem,
ecosystem approach,
ecosystem function,y
ecosystem health,y
ecosystem resilience,y
ecosystem restoration,y
ecosystem service,
ecosystem service assessment,
ecosystem service benefit,y
ecosystem service provision,
ecosystem services,
ecotherapy,y
ecotourism,y
ecuador,y
edible city,
editorial,
education,
effect,
effect size,
effective approach,
effective implementation,
effective intervention,
effective method,
effective nature,
effective resistance,
effective solution,
effective strategy,
effective tool,
effective use,
effective way,
effectiveness,
efficacy,
efficiency,
effluent,
effort,
ego depletion,
egypt,y
eichhornia crassipe,
element,
elevation,y
eligibility criterium,
elsevier bv,
elsevier ltd,
embase,
emergence,
emission,
emotion,
emotional health,y
emotional wellbeing,y
empathy,y
emphasis,y
empirical analysis,
empirical evidence,
empirical research,
empirical result,
empirical study,
employee,y
employment,y
empowerment,
enabler,
end,
energy,y
energy consumption,y
energy demand,
energy efficiency,y
energy saving,y
engagement,
engineer,
engineering,
engineering solution,
england,y
english,
enhancement,y
enjoyment,y
enrofloxacin,y
enterprise,
envi,
environment,y
environmental,y
environmental awareness,y
environmental behavior,y
environmental benefit,y
environmental challenge,
environmental change,y
environmental condition,
environmental conservation,y
environmental degradation,y
environmental education,y
environmental engagement,
environmental exposure,y
environmental factor,y
environmental health,y
environmental impact,y
environmental inequality,
environmental injustice,
environmental issue,
environmental justice,y
environmental knowledge,
environmental management,y
environmental policy,
environmental problem,y
environmental protection,y
environmental psychology,y
environmental quality,y
environmental risk,y
environmental stewardship,
environmental stressor,y
environmental sustainability,y
environmental variable,
equity,
equivalent,
era,
ergonomic,
erosion,y
erosion control,y
erosion process,y
erosion resistance,y
ess,
essential component,
essential role,
establishment,
estimate,
estimation,
estrogen,y
estuarine ecosystem,y
estuarine shoreline,y
estuary,y
etc,
ethiopia,y
eu horizon,
eu policy,
eur,
europe,y
european city,y
european commission,
european country,y
european union,y
evaluation,
evaluation framework,
evaporation,y
evapotranspiration,y
event,
everyday life,
everyday occupation,
evidence,
evidence base,
evidence cluster,
evolution,
examination,
example,
exchange,
exclusion,
exercise,
exhibition hall,
existence,
expansion,
expectation,
expense,
experience,
experiment,
experimental assessment,
experimental design,
experimental evidence,
experimental group,
experimental study,
experimentation,
expert,
expert interview,
expertise,
exploration,
exploratory study,
exposure,
extension,
extensive green roof,y
extent,
extreme,y
extreme event,y
extreme flood event,y
extreme rainfall,y
extreme rainfall event,y
extreme weather,y
extreme weather event,y
face,
facilitation,
facilitator,
facility,
fact,
factor,
failure,
family,
farm,
farmer,
farmland,
fate,
fatigue,
fauna,y
favour,
fear,
feasibility,
feasibility study,
feature,
february,
feedback,
feeling,
female,
fence,
fertilizer,y
field,
field experiment,
field measurement,
field study,
field survey,
filter,
finance,
financial barrier,
financial resource,
financing,
finding,
findings,
findings highlight,
finland,
fire,
first step,
first time,
fishery,
flanders,
flash flood,y
flexibility,
flexible vegetation,
flood,y
flood adaptation,y
flood control,y
flood damage,y
flood defense,y
flood event,y
flood hazard,y
flood management,y
flood mitigation,y
flood peak,y
flood prevention,y
flood prone area,
flood protection,y
flood reduction,y
flood resilience,y
flood risk,y
flood risk management,y
flood risk mitigation,y
flood risk reduction,y
floodable park,y
flooding,y
floodplain,y
floodplain restoration,y
floodplain wetland,y
florence,y
florida,y
flow,y
flow velocity,y
flux,
focus,
focus group,
focus group discussion,
fold,
food,
food availability,
food production,y
food security,
food system,
force,y
foredune,y
forefront,y
foreshore,y
forest,y
forest canopy,y
forest carbon,y
forest conservation,y
forest ecosystem,y
forest management,
forest restoration,y
forest therapy,y
forestry,
form,
formation,
formulation,
foundation,
fragmentation,y
frame,
framework,
framing,
france,y
free plain language summary,
freedom,
frequency,
frm,
front,
full potential,
full scale,
full text,
full text screening,
function,
functional trait,
functionality,
functioning,
funding,
further analysis,
further investigation,
further research,
future,
future climate,
future climate condition,
future climate scenario,
future development,
future direction,
future perspective,
future projection,
future research,
future resilience,
future risk,
future scenario,
future study,
future work,
fuzzy cognitive map,
gabion,y
game,y
gap,
gap formation,
garden,y
garden therapy,y
gardener,
gardening,
gardening triad,
gbi,
genai,
gender,
general population,
generation,
generation z,
genoa,y
gentrification,
geodesign,
geographic location,
geography,
geomorphic recovery,y
germany,y
ghana,y
ghg,y
ghg emission,y
gi intervention,
gis,
global challenge,
global change,
global climate change,
global dataset,
global interest,
global north,
global perspective,
global scale,
global south,
global standard,
global warming,y
globally,
globe,
goal,
gohws,
good,
good practice,
google scholar,
governance,
governance model,
governance structure,
government,
government policy,
grass,y
grassland,y
gray infrastructure,y
grazing exclusion,y
great potential,
great wall,
greater emphasis,y
greater resilience,y
greece,y
green,y
green area,y
green area indicator,
green blue infrastructure,
green care,y
green colonialism,
green exercise,
green facade,y
green gentrification,y
green infrastructure,y
green infrastructure network,y
green infrastructure planning,y
green infrastructures,
green intervention,
green prescribing,
green roof,y
green roofs,y
green social prescribing,
green social prescription,
green solution,
green space,y
green spaces,y
green stormwater infrastructure,y
green technology,
green wall,y
greener,
greenery,
greenfile,
greenhouse gas,y
greenhouse gas emission,y
greenhouse gase,y
greening,
greenness,
greenspace,
grey,y
grey infrastructure,y
grey literature,
grey solution,y
greywater,y
greywater treatment,y
ground,y
groundwater,y
groundwater level,y
group,
growth,
groyne,
gsi,
guangzhou,y
guidance,
guide,
guideline,
guinea,y
gulf,y
gwp,
habit,
habitat,y
habitat quality,y
habitat restoration,y
habitat type,y
half,
hand,
happiness,y
hard structure,
harm,y
harness,y
hay transfer,y
hazard,y
hazard mitigation,y
hcw,
health,y
health benefit,y
health effect,y
health inequality,y
health intervention,
health outcome,y
health problem,y
health risk,y
healthcare,y
healthcare facility,
healthcare professional,
healthcare setting,
healthcare worker,
heart,y
heart rate variability,y
heat,y
heat mitigation,y
heat stress,y
heat vulnerability,y
heat wave,y
heatwave,y
heavy metal,y
heavy rainfall,y
hec hms,
hectare,
height,
help,
herder,
heritage city,
heterogeneity,
hierarchy,
high cost,
high level,
high risk,
high spatial resolution,
high tide,
higher level,
higher risk,
highlight,
himalayas,y
history,
hmh,
hmr,
holistic approach,
home,
home garden,y
hope,
horizon,
horizontal levee,
horizontal subsurface flow,y
horticultural therapy,y
horticulture,y
hospital,y
hospitality,y
hotel,
hotel employee,
hotspot,
hour,
household,
hrqol,
hrv,
http,
human,
human activity,
human health,y
human intervention,y
human nature relationship,
human population,
human settlement,
human society,
human thermal comfort,y
human well,y
human wellbeing,y
humanity,
humidity,y
hundred,
hungary,y
hurricane,y
hwb,
hybrid,
hybrid solution,
hydraulic engineering,y
hydraulic performance,y
hydraulic residence time,y
hydraulic risk,y
hydro meteorological hazard,y
hydro meteorological risk,y
hydro meteorological risk reduction,y
hydrocarbon,y
hydrodynamic model,
hydrodynamics,
hydrologic,y
hydrological connectivity,y
hydrological impact,y
hydrological model,
hydrological performance,y
hydrological response,y
hydrology,y
hydrometeorological hazard,y
hypothesis,
i e,
icas,
icebb,
idea,
identification,
identifying,
identity,
iii,
ilk,
illness,y
image,
immigrant,
impact,
impervious surface,y
implementation,
implementation process,
implementing nature,
implication,
importance,
important insight,
important part,
important role,
important tool,
improvement,
incentive,
inception,
included study,
inclusion,
inclusion criterium,
inclusiveness,
inclusivity,
income,
incorporating nature,
incorporation,
increase,
index,
india,
indicator,
indigenous community,y
indigenous knowledge,y
indigenous knowledge system,
indigenous people,y
indigenous person,y
individual,
indonesia,y
indoor,
industrial area,
industrialization,
industry,
inequality,y
inequity,y
infiltration,y
infiltration basin,y
infiltration rate,y
infiltration trench,y
influence,
influencing factor,
informal settlement,
information,
infrastructure,
inhabitant,
initiative,
inlet,
innovation,
innovative approach,
innovative method,
innovative nature,
innovative solution,
inoculation,y
inorganic fertilization,y
input,
insect,y
insight,
inspiration,
installation,
instance,
institution,
institutional context,
institutional readiness,
institutional setting,
instrument,
integral part,
integrated approach,
integrated assessment,
integrated framework,
integrated nature,
integrated planning,
integrated solution,
integrated valuation,
integrated way,
integrating,
integrating nature,
integration,
integrity,
intensification,
intensity,
intent,
intention,
inter,
interaction,y
interconnectedness,y
interconnection,
interdisciplinary approach,
interdisciplinary collaboration,
interest,
interface,
intergovernmental panel,
intermediary,
international union,
interplay,
interpretation,
interpretative phenomenological analysis,
interrelationship,
intersection,
intervention,
intervention group,
intervention study,
intervention type,
interview,
interview data,
interviewee,
introduction,
inundation,y
invasion,y
invasive species,y
inventory,
invest,
investigation,
investment,
investor,
involvement,
ipcc,
iplc,
iran,y
ireland,y
iron,y
irrigation,y
island,y
islands,y
isolation,y
issue,
italian case study,
italy,y
item,
iucn,
iucn global standard,
iucn standard,
jamaica,y
january,
japan,y
jordan,y
journal,
journal blog,
july,
june,
just nature,
justice,y
karachi,y
kelp,
kenya,y
key,
key area,
key aspect,
key barrier,
key challenge,
key characteristic,
key component,
key consideration,
key constraint,
key determinant,
key driver,
key element,
key factor,
key feature,
key finding,
key opportunity,
key parameter,
key role,
key stakeholder,
key strategy,
keyword,
keyword analysis,
kind,
km2,
knowledge,
knowledge base,
knowledge co production,
knowledge gap,
knowledge system,
kochi,y
korea,y
kpis,
lab,
labor,
laboratory,
laboratory study,
labs,
lack,
lagoon,
lake,
land,
land area,
land cover,
land cover change,
land degradation,y
land management,
land manager,
land protection,y
land reclamation,y
land restoration,y
land surface temperature,y
land use,
land use change,
land use planning,
landfill,y
landscape,
landscape approach,
landscape architecture,
landscape connectivity,y
landscape design,
landscape planning,
landscape scale,
landslide,y
large area,
large number,
large scale,
large scale nature,
large scale nbs,
large spatial scale,
larger scale,
last decade,
latin america,y
law,
lawn,
lca,
lead,y
leafe,y
leakage,y
learning,
legacy,
legislation,
legitimacy,
leipzig,y
length,
lens,
lesson,
levee,
level,
lever,
leverage,
lgw,
lid technology,
life,
life cycle assessment,
life cycle cost,
life satisfaction,
light,
likelihood,
limit,
limitation,
limited access,
limited number,
limited understanding,
line,
link,
linkage,
links,
lisbon,y
literature,
literature review,
literature search,
litter trap,
livability,
livelihood,
livestock,
living,
ljubljana,y
load,
local,
local actor,
local authority,
local community,
local condition,
local context,
local economy,
local government,
local knowledge,
local level,
local need,
local person,
local policy,
local resident,
local scale,
local stakeholder,
location,
lockdown,
loess plateau,
logjam,
loid,
london,y
loneliness,y
long history,
long term,
long term effect,
long term effectiveness,
long term efficacy,
long term impact,
long term success,
long term sustainability,
longevity,
loss,
louisiana,y
low cost,
low impact development,y
low income youth,
low tech,
lower level,
loyalty,
lucca,y
machine,
machine learning,
macroalgae,y
macroinvertebrate community,y
macrophyte,y
madrid,y
magnitude,
main barrier,
main driver,
main factor,
main finding,
main objective,
mainstream,
mainstream nature,
mainstreaming,
maintenance,
maintenance cost,
major challenge,
